name_company,sector,technology,production_unit,year,production,emission_factor,country_of_domicile,plant_location,is_ultimate_owner,is_ultimate_listed_owner,ald_timestamp
hydro jet (pvt) ltd,power,hydrocap,MW,2039,74198.48608,NA,SE,TZ,TRUE,FALSE,1994Q1
hydro jet (pvt) ltd,power,hydrocap,MW,2040,73118.81886,NA,SE,TZ,TRUE,FALSE,1994Q1
industriya-plus,cement,integrated facility,tonnes per year,2013,886297.5124,0.740749014,PF,GD,TRUE,FALSE,1994Q1
industriya-plus,cement,integrated facility,tonnes per year,2014,1398605.107,0.742860355,PF,GD,TRUE,FALSE,1994Q1
industriya-plus,cement,integrated facility,tonnes per year,2015,1910912.701,0.744971695,PF,GD,TRUE,FALSE,1994Q1
industriya-plus,cement,integrated facility,tonnes per year,2016,2423220.296,0.747083035,PF,GD,TRUE,FALSE,1994Q1
industriya-plus,cement,integrated facility,tonnes per year,2017,2935527.891,0.749194376,PF,GD,TRUE,FALSE,1994Q1
industriya-plus,cement,integrated facility,tonnes per year,2018,3447835.485,0.751305716,PF,GD,TRUE,FALSE,1994Q1
industriya-plus,cement,integrated facility,tonnes per year,2019,3960143.08,0.753417057,PF,GD,TRUE,FALSE,1994Q1
industriya-plus,cement,integrated facility,tonnes per year,2020,4472450.674,0.755528397,PF,GD,TRUE,FALSE,1994Q1
industriya-plus,cement,integrated facility,tonnes per year,2021,4984758.269,0.757639737,PF,GD,TRUE,FALSE,1994Q1
industriya-plus,cement,integrated facility,tonnes per year,2022,5497065.863,0.759751078,PF,GD,TRUE,FALSE,1994Q1
industriya-plus,cement,integrated facility,tonnes per year,2023,6009373.458,0.761862418,PF,GD,TRUE,FALSE,1994Q1
industriya-plus,cement,integrated facility,tonnes per year,2024,6521681.052,0.763973758,PF,GD,TRUE,FALSE,1994Q1
industriya-plus,cement,integrated facility,tonnes per year,2025,7033988.647,0.766085099,PF,GD,TRUE,FALSE,1994Q1
ineos ag,oil and gas,gas,GJ per day,2013,37390295.18,4720648.755,AS,TZ,TRUE,FALSE,1994Q1
ineos ag,oil and gas,gas,GJ per day,2014,38470766.79,4475448.965,AS,TZ,TRUE,FALSE,1994Q1
ineos ag,oil and gas,gas,GJ per day,2015,39551238.4,4230249.174,AS,TZ,TRUE,FALSE,1994Q1
ineos ag,oil and gas,gas,GJ per day,2016,40631710.01,3985049.383,AS,TZ,TRUE,FALSE,1994Q1
ineos ag,oil and gas,gas,GJ per day,2017,41712181.63,3739849.593,AS,TZ,TRUE,FALSE,1994Q1
ineos ag,oil and gas,gas,GJ per day,2018,42792653.24,3494649.802,AS,TZ,TRUE,FALSE,1994Q1
ineos ag,oil and gas,gas,GJ per day,2019,43873124.85,3249450.011,AS,TZ,TRUE,FALSE,1994Q1
ineos ag,oil and gas,gas,GJ per day,2020,44953596.47,3004250.221,AS,TZ,TRUE,FALSE,1994Q1
ineos ag,oil and gas,gas,GJ per day,2021,46034068.08,2759050.43,AS,TZ,TRUE,FALSE,1994Q1
ineos ag,oil and gas,gas,GJ per day,2022,47114539.69,2513850.639,AS,TZ,TRUE,FALSE,1994Q1
ineos ag,oil and gas,gas,GJ per day,2023,48195011.31,2268650.849,AS,TZ,TRUE,FALSE,1994Q1
ineos ag,oil and gas,gas,GJ per day,2024,49275482.92,2023451.058,AS,TZ,TRUE,FALSE,1994Q1
ineos ag,oil and gas,gas,GJ per day,2025,50355954.53,1778251.267,AS,TZ,TRUE,FALSE,1994Q1
ineos ag,oil and gas,oil,GJ per day,2013,42331212.01,4910239.133,LK,JO,TRUE,FALSE,1994Q1
ineos ag,oil and gas,oil,GJ per day,2014,41729876.88,4921113.183,LK,JO,TRUE,FALSE,1994Q1
ineos ag,oil and gas,oil,GJ per day,2015,41128541.75,4931987.233,LK,JO,TRUE,FALSE,1994Q1
ineos ag,oil and gas,oil,GJ per day,2016,40527206.63,4942861.283,LK,JO,TRUE,FALSE,1994Q1
ineos ag,oil and gas,oil,GJ per day,2017,39925871.5,4953735.333,LK,JO,TRUE,FALSE,1994Q1
ineos ag,oil and gas,oil,GJ per day,2018,39324536.37,4964609.383,LK,JO,TRUE,FALSE,1994Q1
ineos ag,oil and gas,oil,GJ per day,2019,38723201.25,4975483.433,LK,JO,TRUE,FALSE,1994Q1
ineos ag,oil and gas,oil,GJ per day,2020,38121866.12,4986357.483,LK,JO,TRUE,FALSE,1994Q1
ineos ag,oil and gas,oil,GJ per day,2021,37520530.99,4997231.534,LK,JO,TRUE,FALSE,1994Q1
ineos ag,oil and gas,oil,GJ per day,2022,36919195.87,5008105.584,LK,JO,TRUE,FALSE,1994Q1
ineos ag,oil and gas,oil,GJ per day,2023,36317860.74,5018979.634,LK,JO,TRUE,FALSE,1994Q1
ineos ag,oil and gas,oil,GJ per day,2024,35716525.61,5029853.684,LK,JO,TRUE,FALSE,1994Q1
ineos ag,oil and gas,oil,GJ per day,2025,35115190.49,5040727.734,LK,JO,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2013,694.154052,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2014,1870.605713,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2015,3047.057374,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2016,4223.509035,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2017,5399.960696,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2018,6576.412357,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2019,7752.864018,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2020,8929.315678,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2021,10105.76734,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2022,11282.219,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2023,12458.67066,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2024,13635.12232,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2025,14811.57398,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2026,15988.02564,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2027,17164.4773,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2028,18340.92897,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2029,19517.38063,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2030,20693.83229,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2031,21870.28395,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2032,23046.73561,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2033,24223.18727,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2034,25399.63893,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2035,26576.09059,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2036,27752.54225,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2037,28928.99391,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2038,30105.44558,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2039,31281.89724,NA,CU,GI,TRUE,FALSE,1994Q1
innovent sas,power,renewablescap,MW,2040,32458.3489,NA,CU,GI,TRUE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2013,71049.6693,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2014,69941.94858,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2015,68834.22785,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2016,67726.50712,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2017,66618.7864,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2018,65511.06567,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2019,64403.34494,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2020,63295.62421,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2021,62187.90349,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2022,61080.18276,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2023,59972.46203,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2024,58864.74131,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2025,57757.02058,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2026,56649.29985,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2027,55541.57913,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2028,54433.8584,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2029,53326.13767,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2030,52218.41694,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2031,51110.69622,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2032,50002.97549,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2033,48895.25476,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2034,47787.53404,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2035,46679.81331,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2036,45572.09258,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2037,44464.37186,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2038,43356.65113,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2039,42248.9304,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,hydrocap,MW,2040,41141.20967,NA,TC,ZW,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2013,7715.693718,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2014,8493.136007,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2015,9270.578297,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2016,10048.02059,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2017,10825.46288,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2018,11602.90517,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2019,12380.34746,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2020,13157.78975,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2021,13935.23204,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2022,14712.67433,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2023,15490.11662,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2024,16267.55891,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2025,17045.0012,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2026,17822.44349,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2027,18599.88578,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2028,19377.32807,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2029,20154.77036,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2030,20932.21265,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2031,21709.65494,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2032,22487.09723,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2033,23264.53952,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2034,24041.98181,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2035,24819.4241,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2036,25596.86639,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2037,26374.30868,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2038,27151.75097,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2039,27929.19326,NA,MU,NC,FALSE,FALSE,1994Q1
international finance corp,power,renewablescap,MW,2040,28706.63555,NA,MU,NC,FALSE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2002,475186.7104,0.240973445,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2003,637211.0079,0.235870313,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2004,799235.3054,0.230767182,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2005,961259.6029,0.22566405,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2006,1123283.9,0.220560919,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2007,1285308.198,0.215457787,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2008,1447332.495,0.210354656,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2009,1609356.793,0.205251524,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2010,1771381.09,0.200148392,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2011,1933405.388,0.195045261,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2012,2095429.685,0.189942129,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2013,2257453.983,0.184838998,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2014,2419478.28,0.179735866,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2015,2581502.578,0.174632735,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2016,2743526.876,0.169529603,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2017,2905551.173,0.164426472,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2018,3067575.471,0.15932334,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2019,3229599.768,0.154220209,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2020,3391624.066,0.149117077,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2021,3553648.363,0.144013946,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2022,3715672.661,0.138910814,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2023,3877696.958,0.133807682,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2024,4039721.256,0.128704551,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2025,4201745.553,0.123601419,ML,XK,TRUE,FALSE,1994Q1
intrall polska,automotive,ice,cars produced,2026,4363769.851,0.118498288,ML,XK,TRUE,FALSE,1994Q1
ir-bos trans ltd,shipping,d,active ships,2013,1.852324286,62479130.76,NE,MM,TRUE,FALSE,1994Q1
ir-bos trans ltd,shipping,d,active ships,2014,3.223785739,59294533.87,NE,MM,TRUE,FALSE,1994Q1
ir-bos trans ltd,shipping,d,active ships,2015,4.595247193,56109936.99,NE,MM,TRUE,FALSE,1994Q1
ir-bos trans ltd,shipping,d,active ships,2016,5.966708646,52925340.11,NE,MM,TRUE,FALSE,1994Q1
ir-bos trans ltd,shipping,d,active ships,2017,7.3381701,49740743.23,NE,MM,TRUE,FALSE,1994Q1
ir-bos trans ltd,shipping,d,active ships,2018,8.709631553,46556146.35,NE,MM,TRUE,FALSE,1994Q1
ir-bos trans ltd,shipping,d,active ships,2019,10.08109301,43371549.47,NE,MM,TRUE,FALSE,1994Q1
ir-bos trans ltd,shipping,d,active ships,2020,11.45255446,40186952.59,NE,MM,TRUE,FALSE,1994Q1
ir-bos trans ltd,shipping,d,active ships,2021,12.82401591,37002355.71,NE,MM,TRUE,FALSE,1994Q1
ir-bos trans ltd,shipping,d,active ships,2022,14.19547737,33817758.83,NE,MM,TRUE,FALSE,1994Q1
ir-bos trans ltd,shipping,d,active ships,2023,15.56693882,30633161.95,NE,MM,TRUE,FALSE,1994Q1
ir-bos trans ltd,shipping,d,active ships,2024,16.93840027,27448565.07,NE,MM,TRUE,FALSE,1994Q1
ir-bos trans ltd,shipping,d,active ships,2025,18.30986173,24263968.19,NE,MM,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2013,16742.43457,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2014,16301.70122,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2015,15860.96787,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2016,15420.23452,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2017,14979.50118,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2018,14538.76783,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2019,14098.03448,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2020,13657.30113,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2021,13216.56779,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2022,12775.83444,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2023,12335.10109,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2024,11894.36774,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2025,11453.6344,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2026,11012.90105,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2027,10572.1677,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2028,10131.43435,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2029,9690.701005,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2030,9249.967658,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2031,8809.23431,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2032,8368.500962,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2033,7927.767615,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2034,7487.034267,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2035,7046.300919,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2036,6605.567572,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2037,6164.834224,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2038,5724.100876,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2039,5283.367529,NA,DO,NR,TRUE,FALSE,1994Q1
jai bharat gum & chemicals ltd.,power,renewablescap,MW,2040,4842.634181,NA,DO,NR,TRUE,FALSE,1994Q1
jaiprakash associates ltd,coal,coal,tonnes per year,2013,31852194.11,24269.68975,KN,UZ,TRUE,TRUE,1994Q1
jaiprakash associates ltd,coal,coal,tonnes per year,2014,44034662.12,24603.28957,KN,UZ,TRUE,TRUE,1994Q1
jaiprakash associates ltd,coal,coal,tonnes per year,2015,56217130.13,24936.8894,KN,UZ,TRUE,TRUE,1994Q1
jaiprakash associates ltd,coal,coal,tonnes per year,2016,68399598.14,25270.48922,KN,UZ,TRUE,TRUE,1994Q1
jaiprakash associates ltd,coal,coal,tonnes per year,2017,80582066.15,25604.08904,KN,UZ,TRUE,TRUE,1994Q1
jaiprakash associates ltd,coal,coal,tonnes per year,2018,92764534.17,25937.68887,KN,UZ,TRUE,TRUE,1994Q1
jaiprakash associates ltd,coal,coal,tonnes per year,2019,104947002.2,26271.28869,KN,UZ,TRUE,TRUE,1994Q1
jaiprakash associates ltd,coal,coal,tonnes per year,2020,117129470.2,26604.88852,KN,UZ,TRUE,TRUE,1994Q1
jaiprakash associates ltd,coal,coal,tonnes per year,2021,129311938.2,26938.48834,KN,UZ,TRUE,TRUE,1994Q1
jaiprakash associates ltd,coal,coal,tonnes per year,2022,141494406.2,27272.08816,KN,UZ,TRUE,TRUE,1994Q1
jaiprakash associates ltd,coal,coal,tonnes per year,2023,153676874.2,27605.68799,KN,UZ,TRUE,TRUE,1994Q1
jaiprakash associates ltd,coal,coal,tonnes per year,2024,165859342.2,27939.28781,KN,UZ,TRUE,TRUE,1994Q1
jaiprakash associates ltd,coal,coal,tonnes per year,2025,178041810.2,28272.88764,KN,UZ,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2013,49656.02376,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2014,59163.9613,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2015,68671.89883,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2016,78179.83637,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2017,87687.7739,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2018,97195.71144,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2019,106703.649,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2020,116211.5865,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2021,125719.524,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2022,135227.4616,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2023,144735.3991,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2024,154243.3367,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2025,163751.2742,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2026,173259.2117,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2027,182767.1493,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2028,192275.0868,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2029,201783.0243,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2030,211290.9619,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2031,220798.8994,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2032,230306.8369,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2033,239814.7745,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2034,249322.712,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2035,258830.6495,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2036,268338.5871,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2037,277846.5246,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2038,287354.4622,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2039,296862.3997,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,power,coalcap,MW,2040,306370.3372,NA,UG,GU,TRUE,TRUE,1994Q1
jaiprakash associates ltd,cement,grinding,tonnes per year,2013,1.318026797,NA,DE,TV,TRUE,TRUE,1994Q1
jaiprakash associates ltd,cement,grinding,tonnes per year,2014,1.250079143,NA,DE,TV,TRUE,TRUE,1994Q1
jaiprakash associates ltd,cement,grinding,tonnes per year,2015,1.182131489,NA,DE,TV,TRUE,TRUE,1994Q1
jaiprakash associates ltd,cement,grinding,tonnes per year,2016,1.114183835,NA,DE,TV,TRUE,TRUE,1994Q1
jaiprakash associates ltd,cement,grinding,tonnes per year,2017,1.046236181,NA,DE,TV,TRUE,TRUE,1994Q1
jaiprakash associates ltd,cement,grinding,tonnes per year,2018,0.978288527,NA,DE,TV,TRUE,TRUE,1994Q1
jaiprakash associates ltd,cement,grinding,tonnes per year,2019,0.910340873,NA,DE,TV,TRUE,TRUE,1994Q1
jaiprakash associates ltd,cement,grinding,tonnes per year,2020,0.842393219,NA,DE,TV,TRUE,TRUE,1994Q1
jaiprakash associates ltd,cement,grinding,tonnes per year,2021,0.774445565,NA,DE,TV,TRUE,TRUE,1994Q1
jaiprakash associates ltd,cement,grinding,tonnes per year,2022,0.706497911,NA,DE,TV,TRUE,TRUE,1994Q1
jaiprakash associates ltd,cement,grinding,tonnes per year,2023,0.638550257,NA,DE,TV,TRUE,TRUE,1994Q1
jaiprakash associates ltd,cement,grinding,tonnes per year,2024,0.570602603,NA,DE,TV,TRUE,TRUE,1994Q1
jaiprakash associates ltd,cement,grinding,tonnes per year,2025,0.502654949,NA,DE,TV,TRUE,TRUE,1994Q1
jaiprakash associates ltd,cement,integrated facility,tonnes per year,2013,267702.5766,0.673845439,DJ,PK,TRUE,TRUE,1994Q1
jaiprakash associates ltd,cement,integrated facility,tonnes per year,2014,394798.8016,0.681731074,DJ,PK,TRUE,TRUE,1994Q1
