name_company,sector,technology,production_unit,year,production,emission_factor,country_of_domicile,plant_location,number_of_assets,is_ultimate_owner,is_ultimate_listed_owner,ald_timestamp
han il shipping,shipping,d,active ships,2019,26.898257916327566,19849403.937299527,MA,BL,4,TRUE,FALSE,1994Q1
han il shipping,shipping,d,active ships,2020,29.568304856928687,20356066.446523316,MA,BL,4,TRUE,FALSE,1994Q1
han il shipping,shipping,d,active ships,2021,32.2383517975298,20862728.95574711,MA,BL,4,TRUE,FALSE,1994Q1
han il shipping,shipping,d,active ships,2022,34.90839873813093,21369391.4649709,MA,BL,4,TRUE,FALSE,1994Q1
han il shipping,shipping,d,active ships,2023,37.57844567873205,21876053.97419469,MA,BL,4,TRUE,FALSE,1994Q1
han il shipping,shipping,d,active ships,2024,40.24849261933316,22382716.48341848,MA,BL,4,TRUE,FALSE,1994Q1
han il shipping,shipping,d,active ships,2025,42.91853955993429,22889378.992642272,MA,BL,4,TRUE,FALSE,1994Q1
han navigator shipping pte ltd,shipping,e,active ships,2013,0.6805408478248864,67620337.44785371,TG,VU,1,TRUE,FALSE,1994Q1
han navigator shipping pte ltd,shipping,e,active ships,2014,1.4985041400407983,62808111.371222764,TG,VU,1,TRUE,FALSE,1994Q1
han navigator shipping pte ltd,shipping,e,active ships,2015,2.3164674322567103,57995885.294591814,TG,VU,1,TRUE,FALSE,1994Q1
han navigator shipping pte ltd,shipping,e,active ships,2016,3.1344307244726224,53183659.217960864,TG,VU,1,TRUE,FALSE,1994Q1
han navigator shipping pte ltd,shipping,e,active ships,2017,3.952394016688534,48371433.141329914,TG,VU,1,TRUE,FALSE,1994Q1
han navigator shipping pte ltd,shipping,e,active ships,2018,4.770357308904447,43559207.064698964,TG,VU,1,TRUE,FALSE,1994Q1
han navigator shipping pte ltd,shipping,e,active ships,2019,5.588320601120358,38746980.988068014,TG,VU,1,TRUE,FALSE,1994Q1
han navigator shipping pte ltd,shipping,e,active ships,2020,6.406283893336271,33934754.911437064,TG,VU,1,TRUE,FALSE,1994Q1
han navigator shipping pte ltd,shipping,e,active ships,2021,7.224247185552182,29122528.834806122,TG,VU,1,TRUE,FALSE,1994Q1
han navigator shipping pte ltd,shipping,e,active ships,2022,8.042210477768094,24310302.758175172,TG,VU,1,TRUE,FALSE,1994Q1
han navigator shipping pte ltd,shipping,e,active ships,2023,8.860173769984007,19498076.681544222,TG,VU,1,TRUE,FALSE,1994Q1
han navigator shipping pte ltd,shipping,e,active ships,2024,9.678137062199918,14685850.604913272,TG,VU,1,TRUE,FALSE,1994Q1
han navigator shipping pte ltd,shipping,e,active ships,2025,10.49610035441583,9873624.528282324,TG,VU,1,TRUE,FALSE,1994Q1
han ren heavylift shipping co,shipping,b,active ships,2013,2.9488991796970367,9516562.215717426,BE,MN,7,TRUE,FALSE,1994Q1
han ren heavylift shipping co,shipping,b,active ships,2014,3.848593221666912,10821122.76863594,BE,MN,7,TRUE,FALSE,1994Q1
han ren heavylift shipping co,shipping,b,active ships,2015,4.748287263636787,12125683.321554456,BE,MN,7,TRUE,FALSE,1994Q1
han ren heavylift shipping co,shipping,b,active ships,2016,5.647981305606663,13430243.87447297,BE,MN,7,TRUE,FALSE,1994Q1
han ren heavylift shipping co,shipping,b,active ships,2017,6.547675347576538,14734804.427391484,BE,MN,7,TRUE,FALSE,1994Q1
han ren heavylift shipping co,shipping,b,active ships,2018,7.447369389546415,16039364.98031,BE,MN,7,TRUE,FALSE,1994Q1
han ren heavylift shipping co,shipping,b,active ships,2019,8.34706343151629,17343925.533228517,BE,MN,7,TRUE,FALSE,1994Q1
han ren heavylift shipping co,shipping,b,active ships,2020,9.246757473486166,18648486.086147033,BE,MN,7,TRUE,FALSE,1994Q1
han ren heavylift shipping co,shipping,b,active ships,2021,10.14645151545604,19953046.639065545,BE,MN,7,TRUE,FALSE,1994Q1
han ren heavylift shipping co,shipping,b,active ships,2022,11.046145557425916,21257607.19198406,BE,MN,7,TRUE,FALSE,1994Q1
han ren heavylift shipping co,shipping,b,active ships,2023,11.945839599395793,22562167.744902574,BE,MN,7,TRUE,FALSE,1994Q1
han ren heavylift shipping co,shipping,b,active ships,2024,12.845533641365666,23866728.29782109,BE,MN,7,TRUE,FALSE,1994Q1
han ren heavylift shipping co,shipping,b,active ships,2025,13.745227683335543,25171288.850739606,BE,MN,7,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,d,active ships,2013,1.8734186859801412,51226563.45768169,BY,MW,1,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,d,active ships,2014,5.224613977246918,49887528.04355441,BY,MW,1,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,d,active ships,2015,8.575809268513694,48548492.629427135,BY,MW,1,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,d,active ships,2016,11.927004559780471,47209457.21529986,BY,MW,1,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,d,active ships,2017,15.278199851047248,45870421.80117258,BY,MW,1,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,d,active ships,2018,18.629395142314024,44531386.387045294,BY,MW,1,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,d,active ships,2019,21.9805904335808,43192350.97291802,BY,MW,1,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,d,active ships,2020,25.331785724847578,41853315.55879074,BY,MW,1,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,d,active ships,2021,28.682981016114354,40514280.14466346,BY,MW,1,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,d,active ships,2022,32.03417630738113,39175244.73053618,BY,MW,1,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,d,active ships,2023,35.38537159864791,37836209.3164089,BY,MW,1,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,d,active ships,2024,38.736566889914684,36497173.90228163,BY,MW,1,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,d,active ships,2025,42.08776218118146,35158138.488154344,BY,MW,1,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,e,active ships,2013,14.40194653737126,57678912.32983218,KM,KG,4,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,e,active ships,2014,13.549454592580636,57119045.7242612,KM,KG,4,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,e,active ships,2015,12.696962647790011,56559179.11869022,KM,KG,4,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,e,active ships,2016,11.844470702999388,55999312.51311925,KM,KG,4,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,e,active ships,2017,10.991978758208765,55439445.90754827,KM,KG,4,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,e,active ships,2018,10.13948681341814,54879579.30197729,KM,KG,4,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,e,active ships,2019,9.286994868627517,54319712.69640632,KM,KG,4,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,e,active ships,2020,8.434502923836892,53759846.09083534,KM,KG,4,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,e,active ships,2021,7.582010979046269,53199979.48526436,KM,KG,4,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,e,active ships,2022,6.729519034255645,52640112.87969338,KM,KG,4,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,e,active ships,2023,5.87702708946502,52080246.2741224,KM,KG,4,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,e,active ships,2024,5.024535144674399,51520379.66855143,KM,KG,4,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,e,active ships,2025,4.172043199883774,50960513.06298045,KM,KG,4,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,f,active ships,2013,10.812837793957442,9033617.18932329,TT,VC,8,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,f,active ships,2014,10.82156610302627,10096737.487518694,TT,VC,8,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,f,active ships,2015,10.8302944120951,11159857.785714097,TT,VC,8,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,f,active ships,2016,10.839022721163929,12222978.083909502,TT,VC,8,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,f,active ships,2017,10.847751030232757,13286098.382104905,TT,VC,8,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,f,active ships,2018,10.856479339301586,14349218.68030031,TT,VC,8,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,f,active ships,2019,10.865207648370415,15412338.978495713,TT,VC,8,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,f,active ships,2020,10.873935957439244,16475459.27669112,TT,VC,8,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,f,active ships,2021,10.882664266508073,17538579.574886523,TT,VC,8,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,f,active ships,2022,10.891392575576901,18601699.873081926,TT,VC,8,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,f,active ships,2023,10.90012088464573,19664820.17127733,TT,VC,8,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,f,active ships,2024,10.908849193714559,20727940.469472736,TT,VC,8,TRUE,FALSE,1994Q1
han ship management pte ltd,shipping,f,active ships,2025,10.917577502783388,21791060.76766814,TT,VC,8,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,d,active ships,2013,42.397734058089554,36034222.379380204,DJ,MX,7,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,d,active ships,2014,41.045740757797226,36157076.85395076,DJ,MX,7,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,d,active ships,2015,39.69374745750489,36279931.32852132,DJ,MX,7,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,d,active ships,2016,38.34175415721256,36402785.803091876,DJ,MX,7,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,d,active ships,2017,36.989760856920235,36525640.27766243,DJ,MX,7,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,d,active ships,2018,35.6377675566279,36648494.75223299,DJ,MX,7,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,d,active ships,2019,34.28577425633557,36771349.226803556,DJ,MX,7,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,d,active ships,2020,32.933780956043236,36894203.70137411,DJ,MX,7,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,d,active ships,2021,31.58178765575091,37017058.17594467,DJ,MX,7,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,d,active ships,2022,30.22979435545858,37139912.65051523,DJ,MX,7,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,d,active ships,2023,28.87780105516625,37262767.125085786,DJ,MX,7,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,d,active ships,2024,27.52580775487392,37385621.59965634,DJ,MX,7,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,d,active ships,2025,26.17381445458159,37508476.0742269,DJ,MX,7,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,e,active ships,2013,10.278590842906851,22460514.402624577,ET,PR,6,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,e,active ships,2014,9.9063118998068,25153241.96985562,ET,PR,6,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,e,active ships,2015,9.534032956706747,27845969.537086666,ET,PR,6,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,e,active ships,2016,9.161754013606696,30538697.10431771,ET,PR,6,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,e,active ships,2017,8.789475070506645,33231424.671548754,ET,PR,6,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,e,active ships,2018,8.417196127406593,35924152.2387798,ET,PR,6,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,e,active ships,2019,8.044917184306541,38616879.80601084,ET,PR,6,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,e,active ships,2020,7.6726382412064895,41309607.37324189,ET,PR,6,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,e,active ships,2021,7.3003592981064385,44002334.94047293,ET,PR,6,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,e,active ships,2022,6.9280803550063865,46695062.50770398,ET,PR,6,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,e,active ships,2023,6.555801411906335,49387790.07493503,ET,PR,6,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,e,active ships,2024,6.1835224688062835,52080517.64216607,ET,PR,6,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,e,active ships,2025,5.811243525706232,54773245.209397115,ET,PR,6,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,g,active ships,2013,1.023913549259305,4788285.906960749,LR,LV,4,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,g,active ships,2014,1.0219457481289282,5618500.2149891,LR,LV,4,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,g,active ships,2015,1.0199779469985515,6448714.52301745,LR,LV,4,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,g,active ships,2016,1.0180101458681747,7278928.831045801,LR,LV,4,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,g,active ships,2017,1.016042344737798,8109143.139074151,LR,LV,4,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,g,active ships,2018,1.0140745436074212,8939357.447102502,LR,LV,4,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,g,active ships,2019,1.0121067424770445,9769571.755130854,LR,LV,4,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,g,active ships,2020,1.0101389413466677,10599786.063159203,LR,LV,4,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,g,active ships,2021,1.008171140216291,11430000.371187553,LR,LV,4,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,g,active ships,2022,1.0062033390859142,12260214.679215904,LR,LV,4,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,g,active ships,2023,1.0042355379555374,13090428.987244256,LR,LV,4,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,g,active ships,2024,1.0022677368251607,13920643.295272604,LR,LV,4,TRUE,FALSE,1994Q1
han sung line co ltd,shipping,g,active ships,2025,1.000299935694784,14750857.603300955,LR,LV,4,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,d,active ships,2013,43.20483768591657,29480224.789690062,PL,NL,3,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,d,active ships,2014,42.93833802946998,29830150.088203613,PL,NL,3,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,d,active ships,2015,42.6718383730234,30180075.38671716,PL,NL,3,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,d,active ships,2016,42.40533871657681,30530000.68523071,PL,NL,3,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,d,active ships,2017,42.138839060130216,30879925.98374426,PL,NL,3,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,d,active ships,2018,41.87233940368363,31229851.282257807,PL,NL,3,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,d,active ships,2019,41.60583974723704,31579776.580771357,PL,NL,3,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,d,active ships,2020,41.33934009079045,31929701.879284907,PL,NL,3,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,d,active ships,2021,41.07284043434387,32279627.177798454,PL,NL,3,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,d,active ships,2022,40.806340777897276,32629552.476312004,PL,NL,3,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,d,active ships,2023,40.539841121450685,32979477.774825554,PL,NL,3,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,d,active ships,2024,40.2733414650041,33329403.0733391,PL,NL,3,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,d,active ships,2025,40.00684180855751,33679328.37185265,PL,NL,3,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,e,active ships,2013,7.763036815915257,32175970.76173963,TZ,JE,2,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,e,active ships,2014,7.241422307595106,34662185.83997489,TZ,JE,2,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,e,active ships,2015,6.719807799274956,37148400.91821015,TZ,JE,2,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,e,active ships,2016,6.198193290954805,39634615.9964454,TZ,JE,2,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,e,active ships,2017,5.676578782634655,42120831.07468066,TZ,JE,2,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,e,active ships,2018,5.154964274314503,44607046.152915925,TZ,JE,2,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,e,active ships,2019,4.633349765994353,47093261.23115118,TZ,JE,2,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,e,active ships,2020,4.111735257674202,49579476.30938644,TZ,JE,2,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,e,active ships,2021,3.5901207493540523,52065691.3876217,TZ,JE,2,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,e,active ships,2022,3.0685062410339015,54551906.465856954,TZ,JE,2,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,e,active ships,2023,2.5468917327137506,57038121.544092216,TZ,JE,2,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,e,active ships,2024,2.0252772243936006,59524336.62232747,TZ,JE,2,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,e,active ships,2025,1.5036627160734497,62010551.70056273,TZ,JE,2,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,f,active ships,2013,6.829812389332801,19918167.66162217,BO,SL,9,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,f,active ships,2014,7.168201559126222,19305410.022316955,BO,SL,9,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,f,active ships,2015,7.506590728919643,18692652.383011743,BO,SL,9,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,f,active ships,2016,7.8449798987130634,18079894.743706528,BO,SL,9,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,f,active ships,2017,8.183369068506485,17467137.104401316,BO,SL,9,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,f,active ships,2018,8.521758238299904,16854379.4650961,BO,SL,9,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,f,active ships,2019,8.860147408093326,16241621.82579089,BO,SL,9,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,f,active ships,2020,9.198536577886747,15628864.186485674,BO,SL,9,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,f,active ships,2021,9.536925747680167,15016106.547180463,BO,SL,9,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,f,active ships,2022,9.875314917473588,14403348.907875247,BO,SL,9,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,f,active ships,2023,10.21370408726701,13790591.268570034,BO,SL,9,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,f,active ships,2024,10.552093257060429,13177833.62926482,BO,SL,9,TRUE,FALSE,1994Q1
hana marine co ltd,shipping,f,active ships,2025,10.89048242685385,12565075.989959607,BO,SL,9,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,c,active ships,2013,7.1018150225281715,16065521.245085608,KR,MY,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,c,active ships,2014,7.29173195703576,19816481.93838931,KR,MY,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,c,active ships,2015,7.481648891543348,23567442.631693006,KR,MY,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,c,active ships,2016,7.671565826050937,27318403.324996706,KR,MY,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,c,active ships,2017,7.861482760558526,31069364.018300407,KR,MY,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,c,active ships,2018,8.051399695066115,34820324.7116041,KR,MY,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,c,active ships,2019,8.241316629573703,38571285.40490781,KR,MY,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,c,active ships,2020,8.43123356408129,42322246.098211505,KR,MY,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,c,active ships,2021,8.62115049858888,46073206.7915152,KR,MY,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,c,active ships,2022,8.811067433096468,49824167.484818906,KR,MY,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,c,active ships,2023,9.000984367604056,53575128.17812261,KR,MY,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,c,active ships,2024,9.190901302111644,57326088.8714263,KR,MY,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,c,active ships,2025,9.380818236619234,61077049.564729996,KR,MY,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,d,active ships,2013,41.28561137197539,52965607.718137674,MZ,CV,10,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,d,active ships,2014,41.31016213019999,48993532.462798476,MZ,CV,10,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,d,active ships,2015,41.3347128884246,45021457.20745927,MZ,CV,10,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,d,active ships,2016,41.3592636466492,41049381.95212007,MZ,CV,10,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,d,active ships,2017,41.383814404873796,37077306.696780875,MZ,CV,10,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,d,active ships,2018,41.4083651630984,33105231.44144167,MZ,CV,10,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,d,active ships,2019,41.432915921323,29133156.18610247,MZ,CV,10,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,d,active ships,2020,41.4574666795476,25161080.930763267,MZ,CV,10,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,d,active ships,2021,41.48201743777221,21189005.67542407,MZ,CV,10,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,d,active ships,2022,41.506568195996806,17216930.420084864,MZ,CV,10,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,d,active ships,2023,41.531118954221405,13244855.164745666,MZ,CV,10,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,d,active ships,2024,41.55566971244601,9272779.909406468,MZ,CV,10,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,d,active ships,2025,41.58022047067061,5300704.654067266,MZ,CV,10,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,e,active ships,2013,7.294554696709383,51417514.958376095,MU,BG,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,e,active ships,2014,6.707803424195542,52768133.91840407,MU,BG,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,e,active ships,2015,6.121052151681701,54118752.87843205,MU,BG,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,e,active ships,2016,5.5343008791678585,55469371.83846003,MU,BG,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,e,active ships,2017,4.947549606654017,56819990.798488,MU,BG,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,e,active ships,2018,4.360798334140175,58170609.75851598,MU,BG,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,e,active ships,2019,3.7740470616263337,59521228.718543954,MU,BG,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,e,active ships,2020,3.1872957891124916,60871847.67857193,MU,BG,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,e,active ships,2021,2.600544516598651,62222466.6385999,MU,BG,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,e,active ships,2022,2.013793244084809,63573085.59862788,MU,BG,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,e,active ships,2023,1.4270419715709668,64923704.55865586,MU,BG,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,e,active ships,2024,0.8402906990571264,66274323.518683836,MU,BG,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-busan,shipping,e,active ships,2025,0.2535394265432842,67624942.47871181,MU,BG,6,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,d,active ships,2013,4.829028146807104,25409302.72203902,AU,SY,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,d,active ships,2014,6.292340773002555,25370384.96317205,AU,SY,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,d,active ships,2015,7.755653399198005,25331467.20430508,AU,SY,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,d,active ships,2016,9.218966025393456,25292549.445438106,AU,SY,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,d,active ships,2017,10.682278651588906,25253631.686571132,AU,SY,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,d,active ships,2018,12.145591277784359,25214713.927704163,AU,SY,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,d,active ships,2019,13.608903903979808,25175796.16883719,AU,SY,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,d,active ships,2020,15.07221653017526,25136878.409970216,AU,SY,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,d,active ships,2021,16.535529156370707,25097960.651103247,AU,SY,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,d,active ships,2022,17.99884178256616,25059042.892236274,AU,SY,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,d,active ships,2023,19.462154408761613,25020125.1333693,AU,SY,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,d,active ships,2024,20.92546703495706,24981207.37450233,AU,SY,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,d,active ships,2025,22.388779661152512,24942289.615635358,AU,SY,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,e,active ships,2013,16.224447289307136,45827949.86643993,BN,NA,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,e,active ships,2014,15.564336725311781,47032409.816728815,BN,NA,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,e,active ships,2015,14.904226161316425,48236869.76701771,BN,NA,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,e,active ships,2016,14.24411559732107,49441329.71730659,BN,NA,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,e,active ships,2017,13.584005033325715,50645789.667595476,BN,NA,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,e,active ships,2018,12.923894469330358,51850249.61788436,BN,NA,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,e,active ships,2019,12.263783905335004,53054709.568173245,BN,NA,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,e,active ships,2020,11.603673341339647,54259169.51846214,BN,NA,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,e,active ships,2021,10.943562777344294,55463629.46875102,BN,NA,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,e,active ships,2022,10.283452213348937,56668089.419039905,BN,NA,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,e,active ships,2023,9.62334164935358,57872549.3693288,BN,NA,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,e,active ships,2024,8.963231085358228,59077009.31961768,BN,NA,4,TRUE,FALSE,1994Q1
hanaro shipping co ltd-seoul,shipping,e,active ships,2025,8.303120521362871,60281469.269906566,BN,NA,4,TRUE,FALSE,1994Q1
